Name,OrderDate,ProductName,Quantity
Customer48,2024-07-06 14:32:58.713000,Keyboard,5
Customer903,2024-07-06 14:32:58.890000,Mouse,5
Customer491,2024-07-06 14:32:59.130000,Monitor,4
Customer942,2024-07-07 14:32:56.397000,Monitor,1
Customer309,2024-07-07 14:32:56.600000,Laptop,5
Customer17,2024-07-07 14:32:56.633000,Mouse,2
Customer290,2024-07-07 14:32:56.710000,Monitor,4
Customer981,2024-07-07 14:32:57.173000,Laptop,5
Customer446,2024-07-07 14:32:57.237000,Keyboard,3
Customer613,2024-07-07 14:32:57.380000,Mouse,5
Customer953,2024-07-07 14:32:57.630000,Keyboard,2
Customer438,2024-07-07 14:32:57.633000,Keyboard,3
Customer250,2024-07-07 14:32:57.647000,Keyboard,5
Customer719,2024-07-07 14:32:57.683000,Keyboard,1
Customer419,2024-07-07 14:32:57.703000,Laptop,1
Customer464,2024-07-07 14:32:57.740000,Laptop,2
Customer142,2024-07-07 14:32:57.847000,Laptop,2
Customer809,2024-07-07 14:32:57.940000,Mouse,2
Customer707,2024-07-07 14:32:58.007000,Mouse,3
Customer178,2024-07-07 14:32:58.027000,Monitor,4
Customer437,2024-07-07 14:32:58.443000,Mouse,1
Customer564,2024-07-07 14:32:58.450000,Laptop,1
Customer606,2024-07-07 14:32:58.640000,Monitor,1
Customer826,2024-07-07 14:32:58.660000,Keyboard,1
Customer527,2024-07-07 14:32:58.987000,Laptop,2
Customer779,2024-07-07 14:32:59.040000,Laptop,1
Customer90,2024-07-07 14:32:59.130000,Monitor,3
Customer474,2024-07-07 14:32:59.273000,Monitor,4
Customer792,2024-07-08 14:32:56.363000,Monitor,1
Customer483,2024-07-08 14:32:56.540000,Monitor,4
Customer561,2024-07-08 14:32:56.757000,Monitor,1
Customer957,2024-07-08 14:32:56.840000,Keyboard,5
Customer294,2024-07-08 14:32:56.887000,Mouse,4
Customer533,2024-07-08 14:32:57.063000,Laptop,2
Customer225,2024-07-08 14:32:57.303000,Keyboard,5
Customer919,2024-07-08 14:32:57.430000,Mouse,3
Customer191,2024-07-08 14:32:57.540000,Mouse,3
Customer848,2024-07-08 14:32:57.693000,Monitor,1
Customer539,2024-07-08 14:32:57.773000,Laptop,4
Customer140,2024-07-08 14:32:57.810000,Monitor,3
Customer926,2024-07-08 14:32:57.907000,Mouse,2
Customer710,2024-07-08 14:32:57.977000,Keyboard,1
Customer863,2024-07-08 14:32:57.987000,Mouse,5
Customer203,2024-07-08 14:32:58.107000,Monitor,3
Customer322,2024-07-08 14:32:58.140000,Keyboard,4
Customer157,2024-07-08 14:32:58.267000,Laptop,4
Customer696,2024-07-08 14:32:58.270000,Mouse,4
Customer900,2024-07-08 14:32:58.373000,Laptop,3
Customer828,2024-07-08 14:32:58.453000,Laptop,5
Customer831,2024-07-08 14:32:58.850000,Keyboard,5
Customer210,2024-07-08 14:32:58.860000,Keyboard,1
Customer36,2024-07-08 14:32:58.890000,Keyboard,1
Customer970,2024-07-08 14:32:59.050000,Laptop,1
Customer805,2024-07-08 14:32:59.223000,Keyboard,4
Customer336,2024-07-09 14:32:56.467000,Keyboard,1
Customer845,2024-07-09 14:32:56.493000,Keyboard,4
Customer184,2024-07-09 14:32:56.727000,Mouse,5
Customer636,2024-07-09 14:32:56.793000,Monitor,4
Customer195,2024-07-09 14:32:56.910000,Monitor,4
Customer822,2024-07-09 14:32:56.933000,Monitor,5
Customer186,2024-07-09 14:32:56.940000,Mouse,5
Customer565,2024-07-09 14:32:56.953000,Monitor,5
Customer540,2024-07-09 14:32:57.100000,Laptop,1
Customer962,2024-07-09 14:32:57.260000,Monitor,2
Customer29,2024-07-09 14:32:57.263000,Laptop,2
Customer79,2024-07-09 14:32:57.307000,Mouse,4
Customer218,2024-07-09 14:32:57.320000,Mouse,2
Customer814,2024-07-09 14:32:57.423000,Laptop,2
Customer59,2024-07-09 14:32:57.427000,Mouse,5
Customer942,2024-07-09 14:32:57.450000,Laptop,5
Customer950,2024-07-09 14:32:57.520000,Laptop,2
Customer462,2024-07-09 14:32:57.643000,Laptop,1
Customer496,2024-07-09 14:32:57.820000,Keyboard,2
Customer26,2024-07-09 14:32:57.837000,Laptop,3
Customer264,2024-07-09 14:32:57.847000,Mouse,2
Customer978,2024-07-09 14:32:57.913000,Laptop,4
Customer194,2024-07-09 14:32:57.950000,Keyboard,2
Customer369,2024-07-09 14:32:58.083000,Monitor,2
Customer178,2024-07-09 14:32:58.283000,Monitor,4
Customer273,2024-07-09 14:32:58.600000,Laptop,4
Customer270,2024-07-09 14:32:58.847000,Laptop,5
Customer926,2024-07-09 14:32:58.870000,Laptop,3
Customer406,2024-07-09 14:32:58.873000,Laptop,2
Customer577,2024-07-09 14:32:58.970000,Keyboard,5
Customer761,2024-07-09 14:32:59.093000,Laptop,1
Customer126,2024-07-09 14:32:59.110000,Keyboard,2
Customer725,2024-07-09 14:32:59.183000,Laptop,2
Customer221,2024-07-09 14:32:59.207000,Laptop,4
Customer547,2024-07-09 14:32:59.343000,Laptop,4
Customer352,2024-07-10 14:32:56.473000,Monitor,4
Customer714,2024-07-10 14:32:56.547000,Mouse,2
Customer535,2024-07-10 14:32:56.637000,Monitor,2
Customer624,2024-07-10 14:32:56.650000,Laptop,4
Customer78,2024-07-10 14:32:56.673000,Keyboard,5
Customer676,2024-07-10 14:32:56.717000,Mouse,1
Customer13,2024-07-10 14:32:56.830000,Laptop,1
Customer679,2024-07-10 14:32:57.100000,Keyboard,2
Customer402,2024-07-10 14:32:57.167000,Keyboard,1
Customer774,2024-07-10 14:32:57.263000,Laptop,2
Customer349,2024-07-10 14:32:57.363000,Mouse,1
Customer547,2024-07-10 14:32:57.410000,Keyboard,3
Customer485,2024-07-10 14:32:57.410000,Monitor,1
Customer726,2024-07-10 14:32:57.530000,Keyboard,5
Customer236,2024-07-10 14:32:57.753000,Keyboard,4
Customer170,2024-07-10 14:32:58.097000,Laptop,1
Customer773,2024-07-10 14:32:58.207000,Mouse,4
Customer927,2024-07-10 14:32:58.240000,Monitor,2
Customer301,2024-07-10 14:32:58.337000,Mouse,1
Customer150,2024-07-10 14:32:58.460000,Monitor,1
Customer543,2024-07-10 14:32:58.590000,Laptop,5
Customer504,2024-07-10 14:32:58.720000,Mouse,4
Customer354,2024-07-10 14:32:58.733000,Keyboard,5
Customer930,2024-07-10 14:32:58.750000,Monitor,1
Customer362,2024-07-10 14:32:58.973000,Keyboard,5
Customer505,2024-07-10 14:32:59.033000,Monitor,5
Customer844,2024-07-10 14:32:59.143000,Monitor,4
Customer690,2024-07-10 14:32:59.213000,Keyboard,2
Customer846,2024-07-11 14:32:56.363000,Keyboard,5
Customer126,2024-07-11 14:32:56.363000,Laptop,4
Customer957,2024-07-11 14:32:56.377000,Laptop,2
Customer315,2024-07-11 14:32:56.500000,Mouse,1
Customer685,2024-07-11 14:32:56.710000,Laptop,5
Customer705,2024-07-11 14:32:57.127000,Keyboard,4
Customer182,2024-07-11 14:32:57.330000,Laptop,2
Customer148,2024-07-11 14:32:57.390000,Mouse,1
Customer696,2024-07-11 14:32:57.487000,Laptop,2
Customer592,2024-07-11 14:32:57.523000,Monitor,1
Customer179,2024-07-11 14:32:57.777000,Keyboard,3
Customer698,2024-07-11 14:32:57.923000,Keyboard,2
Customer149,2024-07-11 14:32:58.190000,Laptop,3
Customer413,2024-07-11 14:32:58.207000,Monitor,5
Customer124,2024-07-11 14:32:58.277000,Keyboard,3
Customer200,2024-07-11 14:32:58.317000,Mouse,5
Customer10,2024-07-11 14:32:58.560000,Laptop,4
Customer506,2024-07-11 14:32:58.647000,Mouse,3
Customer180,2024-07-11 14:32:58.737000,Monitor,2
Customer764,2024-07-11 14:32:58.813000,Mouse,3
Customer735,2024-07-11 14:32:58.857000,Mouse,1
Customer911,2024-07-11 14:32:59.010000,Mouse,2
Customer89,2024-07-11 14:32:59.187000,Monitor,4
Customer590,2024-07-11 14:32:59.270000,Mouse,5
Customer131,2024-07-11 14:32:59.327000,Monitor,3
Customer745,2024-07-12 14:32:56.383000,Mouse,2
Customer276,2024-07-12 14:32:56.423000,Laptop,5
Customer585,2024-07-12 14:32:56.437000,Laptop,2
Customer103,2024-07-12 14:32:56.493000,Keyboard,1
Customer287,2024-07-12 14:32:56.800000,Monitor,2
Customer93,2024-07-12 14:32:56.997000,Monitor,4
Customer441,2024-07-12 14:32:57.010000,Laptop,2
Customer952,2024-07-12 14:32:57.270000,Laptop,4
Customer640,2024-07-12 14:32:57.400000,Laptop,2
Customer572,2024-07-12 14:32:57.913000,Monitor,3
Customer828,2024-07-12 14:32:58.130000,Monitor,1
Customer935,2024-07-12 14:32:58.180000,Laptop,3
Customer944,2024-07-12 14:32:58.260000,Mouse,4
Customer238,2024-07-12 14:32:58.287000,Monitor,2
Customer809,2024-07-12 14:32:58.423000,Laptop,1
Customer76,2024-07-12 14:32:58.467000,Laptop,1
Customer505,2024-07-12 14:32:58.577000,Laptop,2
Customer604,2024-07-12 14:32:58.580000,Monitor,5
Customer467,2024-07-12 14:32:58.603000,Mouse,3
Customer881,2024-07-12 14:32:58.623000,Mouse,5
Customer751,2024-07-12 14:32:58.747000,Laptop,5
Customer188,2024-07-12 14:32:58.853000,Laptop,1
Customer142,2024-07-12 14:32:59.057000,Monitor,1
Customer374,2024-07-12 14:32:59.170000,Keyboard,2
Customer655,2024-07-12 14:32:59.340000,Keyboard,2
Customer331,2024-07-13 14:32:56.367000,Mouse,1
Customer598,2024-07-13 14:32:56.420000,Keyboard,4
Customer243,2024-07-13 14:32:56.450000,Mouse,4
Customer221,2024-07-13 14:32:56.477000,Mouse,3
Customer474,2024-07-13 14:32:56.597000,Keyboard,3
Customer310,2024-07-13 14:32:56.720000,Mouse,1
Customer569,2024-07-13 14:32:56.743000,Laptop,1
Customer511,2024-07-13 14:32:56.860000,Laptop,5
Customer59,2024-07-13 14:32:57.020000,Mouse,2
Customer57,2024-07-13 14:32:57.063000,Monitor,3
Customer982,2024-07-13 14:32:57.067000,Laptop,2
Customer490,2024-07-13 14:32:57.070000,Laptop,5
Customer266,2024-07-13 14:32:57.260000,Monitor,5
Customer481,2024-07-13 14:32:57.307000,Mouse,1
Customer101,2024-07-13 14:32:57.507000,Monitor,4
Customer373,2024-07-13 14:32:57.627000,Keyboard,1
Customer67,2024-07-13 14:32:57.640000,Laptop,3
Customer891,2024-07-13 14:32:57.757000,Monitor,5
Customer242,2024-07-13 14:32:57.843000,Laptop,4
Customer347,2024-07-13 14:32:57.933000,Mouse,3
Customer67,2024-07-13 14:32:58.080000,Keyboard,4
Customer858,2024-07-13 14:32:58.093000,Laptop,2
Customer605,2024-07-13 14:32:58.270000,Mouse,4
Customer8,2024-07-13 14:32:58.417000,Laptop,1
Customer416,2024-07-13 14:32:58.417000,Mouse,3
Customer382,2024-07-13 14:32:58.650000,Mouse,3
Customer955,2024-07-13 14:32:58.657000,Monitor,5
Customer295,2024-07-13 14:32:58.673000,Mouse,5
Customer952,2024-07-13 14:32:58.797000,Laptop,2
Customer994,2024-07-13 14:32:58.820000,Laptop,4
Customer953,2024-07-13 14:32:58.847000,Monitor,5
Customer446,2024-07-13 14:32:59.140000,Keyboard,1
Customer909,2024-07-13 14:32:59.233000,Monitor,4
Customer128,2024-07-13 14:32:59.237000,Laptop,5
Customer540,2024-07-13 14:32:59.247000,Monitor,5
Customer699,2024-07-13 14:32:59.297000,Mouse,4
Customer200,2024-07-14 14:32:56.400000,Laptop,3
Customer284,2024-07-14 14:32:56.407000,Monitor,3
Customer498,2024-07-14 14:32:56.433000,Monitor,4
Customer687,2024-07-14 14:32:56.483000,Laptop,1
Customer742,2024-07-14 14:32:56.577000,Monitor,5
Customer311,2024-07-14 14:32:56.597000,Monitor,1
Customer980,2024-07-14 14:32:56.683000,Monitor,2
Customer201,2024-07-14 14:32:56.763000,Monitor,1
Customer194,2024-07-14 14:32:56.847000,Mouse,5
Customer254,2024-07-14 14:32:56.907000,Keyboard,2
Customer720,2024-07-14 14:32:56.950000,Keyboard,5
Customer703,2024-07-14 14:32:56.957000,Monitor,4
Customer855,2024-07-14 14:32:57.153000,Mouse,1
Customer705,2024-07-14 14:32:57.203000,Mouse,5
Customer263,2024-07-14 14:32:57.240000,Mouse,4
Customer377,2024-07-14 14:32:57.353000,Keyboard,5
Customer943,2024-07-14 14:32:57.410000,Mouse,1
Customer473,2024-07-14 14:32:57.520000,Monitor,4
Customer626,2024-07-14 14:32:57.577000,Monitor,4
Customer873,2024-07-14 14:32:57.590000,Laptop,4
Customer197,2024-07-14 14:32:57.723000,Laptop,3
Customer416,2024-07-14 14:32:57.730000,Laptop,3
Customer206,2024-07-14 14:32:58.060000,Monitor,4
Customer822,2024-07-14 14:32:58.080000,Keyboard,1
Customer768,2024-07-14 14:32:58.140000,Mouse,3
Customer740,2024-07-14 14:32:58.227000,Monitor,4
Customer151,2024-07-14 14:32:58.350000,Mouse,4
Customer692,2024-07-14 14:32:58.463000,Mouse,3
Customer399,2024-07-14 14:32:58.847000,Mouse,3
Customer170,2024-07-14 14:32:58.920000,Monitor,4
Customer768,2024-07-14 14:32:59.163000,Monitor,2
Customer306,2024-07-14 14:32:59.167000,Monitor,4
Customer874,2024-07-14 14:32:59.267000,Mouse,5
Customer65,2024-07-15 14:32:56.437000,Keyboard,4
Customer447,2024-07-15 14:32:56.800000,Monitor,1
Customer359,2024-07-15 14:32:56.877000,Mouse,5
Customer158,2024-07-15 14:32:56.997000,Laptop,4
Customer155,2024-07-15 14:32:57.300000,Monitor,3
Customer758,2024-07-15 14:32:57.380000,Monitor,1
Customer38,2024-07-15 14:32:57.387000,Monitor,2
Customer9,2024-07-15 14:32:57.413000,Laptop,2
Customer298,2024-07-15 14:32:57.447000,Keyboard,1
Customer951,2024-07-15 14:32:57.510000,Mouse,2
Customer225,2024-07-15 14:32:57.540000,Laptop,1
Customer707,2024-07-15 14:32:57.633000,Monitor,1
Customer575,2024-07-15 14:32:57.667000,Laptop,5
Customer838,2024-07-15 14:32:57.683000,Monitor,2
Customer539,2024-07-15 14:32:57.860000,Keyboard,5
Customer916,2024-07-15 14:32:57.950000,Monitor,4
Customer31,2024-07-15 14:32:57.950000,Mouse,2
Customer303,2024-07-15 14:32:58.060000,Laptop,5
Customer122,2024-07-15 14:32:58.117000,Monitor,4
Customer265,2024-07-15 14:32:58.120000,Mouse,1
Customer809,2024-07-15 14:32:58.187000,Laptop,2
Customer302,2024-07-15 14:32:58.300000,Monitor,3
Customer810,2024-07-15 14:32:58.453000,Keyboard,2
Customer203,2024-07-15 14:32:58.463000,Monitor,5
Customer26,2024-07-15 14:32:58.497000,Monitor,4
Customer33,2024-07-15 14:32:58.517000,Monitor,5
Customer108,2024-07-15 14:32:58.650000,Keyboard,3
Customer476,2024-07-15 14:32:58.700000,Monitor,5
Customer295,2024-07-15 14:32:58.880000,Mouse,5
Customer144,2024-07-15 14:32:58.930000,Laptop,4
Customer151,2024-07-15 14:32:59.170000,Keyboard,1
Customer429,2024-07-15 14:32:59.267000,Mouse,1
Customer737,2024-07-15 14:32:59.320000,Mouse,3
Customer939,2024-07-15 14:32:59.320000,Keyboard,5
Customer174,2024-07-16 14:32:56.430000,Mouse,3
Customer842,2024-07-16 14:32:56.530000,Laptop,2
Customer538,2024-07-16 14:32:56.733000,Keyboard,4
Customer164,2024-07-16 14:32:56.790000,Laptop,2
Customer728,2024-07-16 14:32:56.837000,Monitor,4
Customer71,2024-07-16 14:32:56.840000,Keyboard,3
Customer617,2024-07-16 14:32:56.863000,Mouse,3
Customer678,2024-07-16 14:32:56.913000,Laptop,3
Customer943,2024-07-16 14:32:57,Monitor,2
Customer408,2024-07-16 14:32:57.063000,Keyboard,2
Customer746,2024-07-16 14:32:57.230000,Mouse,4
Customer873,2024-07-16 14:32:57.407000,Keyboard,1
Customer36,2024-07-16 14:32:57.567000,Monitor,1
Customer732,2024-07-16 14:32:57.783000,Laptop,1
Customer697,2024-07-16 14:32:57.810000,Laptop,4
Customer730,2024-07-16 14:32:57.850000,Laptop,5
Customer788,2024-07-16 14:32:57.920000,Monitor,4
Customer912,2024-07-16 14:32:58.060000,Mouse,4
Customer93,2024-07-16 14:32:58.063000,Monitor,5
Customer0,2024-07-16 14:32:58.077000,Keyboard,3
Customer694,2024-07-16 14:32:58.087000,Laptop,5
Customer584,2024-07-16 14:32:58.187000,Laptop,2
Customer528,2024-07-16 14:32:58.360000,Laptop,1
Customer439,2024-07-16 14:32:58.490000,Laptop,5
Customer981,2024-07-16 14:32:58.560000,Laptop,1
Customer306,2024-07-16 14:32:58.740000,Mouse,1
Customer959,2024-07-16 14:32:58.900000,Mouse,3
Customer478,2024-07-16 14:32:59.103000,Laptop,2
Customer707,2024-07-16 14:32:59.143000,Monitor,2
Customer101,2024-07-16 14:32:59.307000,Mouse,5
Customer90,2024-07-17 14:32:56.693000,Laptop,1
Customer382,2024-07-17 14:32:56.953000,Keyboard,1
Customer366,2024-07-17 14:32:56.957000,Keyboard,4
Customer333,2024-07-17 14:32:57.040000,Monitor,1
Customer328,2024-07-17 14:32:57.107000,Mouse,4
Customer671,2024-07-17 14:32:57.167000,Monitor,1
Customer898,2024-07-17 14:32:57.187000,Laptop,5
Customer9,2024-07-17 14:32:57.283000,Monitor,2
Customer611,2024-07-17 14:32:57.667000,Mouse,2
Customer44,2024-07-17 14:32:57.913000,Laptop,5
Customer487,2024-07-17 14:32:57.973000,Laptop,2
Customer39,2024-07-17 14:32:58.550000,Monitor,5
Customer294,2024-07-17 14:32:58.700000,Mouse,5
Customer368,2024-07-17 14:32:58.957000,Keyboard,4
Customer480,2024-07-17 14:32:59.140000,Mouse,3
Customer494,2024-07-17 14:32:59.217000,Monitor,2
Customer465,2024-07-17 14:32:59.247000,Keyboard,2
Customer857,2024-07-18 14:32:56.380000,Keyboard,5
Customer475,2024-07-18 14:32:56.443000,Mouse,2
Customer296,2024-07-18 14:32:56.507000,Monitor,5
Customer13,2024-07-18 14:32:56.583000,Monitor,3
Customer878,2024-07-18 14:32:56.687000,Mouse,3
Customer922,2024-07-18 14:32:56.757000,Mouse,3
Customer219,2024-07-18 14:32:57.040000,Laptop,5
Customer779,2024-07-18 14:32:57.730000,Laptop,3
Customer364,2024-07-18 14:32:57.773000,Keyboard,3
Customer362,2024-07-18 14:32:57.797000,Laptop,1
Customer601,2024-07-18 14:32:57.873000,Monitor,2
Customer965,2024-07-18 14:32:58.133000,Laptop,4
Customer621,2024-07-18 14:32:58.287000,Monitor,1
Customer132,2024-07-18 14:32:58.340000,Laptop,5
Customer306,2024-07-18 14:32:58.477000,Monitor,1
Customer312,2024-07-18 14:32:58.497000,Laptop,1
Customer456,2024-07-18 14:32:58.500000,Keyboard,1
Customer209,2024-07-18 14:32:58.580000,Monitor,1
Customer126,2024-07-18 14:32:58.683000,Monitor,1
Customer820,2024-07-18 14:32:58.833000,Keyboard,2
Customer794,2024-07-18 14:32:59.090000,Laptop,3
Customer131,2024-07-18 14:32:59.193000,Mouse,1
Customer664,2024-07-18 14:32:59.197000,Laptop,3
Customer325,2024-07-18 14:32:59.207000,Laptop,2
Customer152,2024-07-19 14:32:56.363000,Keyboard,2
Customer614,2024-07-19 14:32:56.363000,Monitor,1
Customer198,2024-07-19 14:32:56.383000,Laptop,1
Customer835,2024-07-19 14:32:56.470000,Mouse,1
Customer435,2024-07-19 14:32:56.630000,Monitor,2
Customer549,2024-07-19 14:32:56.823000,Laptop,5
Customer59,2024-07-19 14:32:56.943000,Mouse,4
Customer678,2024-07-19 14:32:57.003000,Laptop,4
Customer681,2024-07-19 14:32:57.043000,Mouse,3
Customer633,2024-07-19 14:32:57.253000,Keyboard,4
Customer465,2024-07-19 14:32:57.310000,Laptop,3
Customer346,2024-07-19 14:32:57.417000,Monitor,2
Customer37,2024-07-19 14:32:57.640000,Laptop,2
Customer287,2024-07-19 14:32:57.993000,Keyboard,1
Customer835,2024-07-19 14:32:57.993000,Monitor,3
Customer909,2024-07-19 14:32:58.023000,Laptop,4
Customer917,2024-07-19 14:32:58.283000,Mouse,5
Customer484,2024-07-19 14:32:58.293000,Mouse,5
Customer150,2024-07-19 14:32:58.303000,Laptop,2
Customer150,2024-07-19 14:32:58.467000,Keyboard,3
Customer144,2024-07-19 14:32:58.520000,Laptop,3
Customer905,2024-07-19 14:32:58.573000,Mouse,5
Customer378,2024-07-19 14:32:58.583000,Laptop,3
Customer374,2024-07-19 14:32:58.667000,Keyboard,4
Customer614,2024-07-19 14:32:58.847000,Mouse,5
Customer964,2024-07-19 14:32:58.873000,Mouse,3
Customer7,2024-07-19 14:32:58.977000,Mouse,4
Customer842,2024-07-19 14:32:59.170000,Monitor,4
Customer129,2024-07-19 14:32:59.273000,Mouse,1
Customer570,2024-07-19 14:32:59.287000,Monitor,4
Customer626,2024-07-20 14:32:56.353000,Laptop,4
Customer219,2024-07-20 14:32:56.453000,Laptop,1
Customer733,2024-07-20 14:32:56.570000,Keyboard,2
Customer52,2024-07-20 14:32:56.713000,Monitor,5
Customer655,2024-07-20 14:32:56.877000,Mouse,2
Customer963,2024-07-20 14:32:57.110000,Mouse,5
Customer445,2024-07-20 14:32:57.183000,Monitor,1
Customer498,2024-07-20 14:32:57.200000,Keyboard,5
Customer372,2024-07-20 14:32:57.333000,Monitor,4
Customer857,2024-07-20 14:32:57.347000,Monitor,5
Customer788,2024-07-20 14:32:57.490000,Monitor,5
Customer527,2024-07-20 14:32:57.607000,Laptop,4
Customer624,2024-07-20 14:32:57.720000,Laptop,4
Customer97,2024-07-20 14:32:57.820000,Laptop,4
Customer372,2024-07-20 14:32:57.953000,Keyboard,3
Customer789,2024-07-20 14:32:58.080000,Laptop,1
Customer589,2024-07-20 14:32:58.320000,Laptop,5
Customer507,2024-07-20 14:32:58.320000,Keyboard,1
Customer698,2024-07-20 14:32:58.420000,Keyboard,4
Customer492,2024-07-20 14:32:58.447000,Laptop,1
Customer761,2024-07-20 14:32:58.487000,Monitor,2
Customer256,2024-07-20 14:32:58.600000,Keyboard,5
Customer674,2024-07-20 14:32:58.870000,Monitor,5
Customer815,2024-07-20 14:32:58.943000,Monitor,3
Customer347,2024-07-20 14:32:59.237000,Laptop,1
Customer350,2024-07-21 14:32:56.380000,Mouse,4
Customer832,2024-07-21 14:32:56.433000,Keyboard,1
Customer86,2024-07-21 14:32:56.447000,Mouse,1
Customer244,2024-07-21 14:32:56.490000,Monitor,1
Customer151,2024-07-21 14:32:56.800000,Keyboard,4
Customer565,2024-07-21 14:32:56.910000,Keyboard,2
Customer897,2024-07-21 14:32:56.923000,Laptop,4
Customer127,2024-07-21 14:32:57.473000,Mouse,2
Customer921,2024-07-21 14:32:57.517000,Laptop,3
Customer424,2024-07-21 14:32:57.630000,Mouse,4
Customer286,2024-07-21 14:32:57.640000,Mouse,3
Customer102,2024-07-21 14:32:57.703000,Keyboard,2
Customer327,2024-07-21 14:32:57.883000,Keyboard,3
Customer986,2024-07-21 14:32:58.010000,Mouse,2
Customer713,2024-07-21 14:32:58.040000,Mouse,3
Customer869,2024-07-21 14:32:58.210000,Keyboard,5
Customer46,2024-07-21 14:32:58.390000,Keyboard,1
Customer696,2024-07-21 14:32:58.440000,Mouse,2
Customer537,2024-07-21 14:32:58.490000,Laptop,3
Customer640,2024-07-21 14:32:58.540000,Monitor,5
Customer33,2024-07-21 14:32:58.750000,Keyboard,4
Customer909,2024-07-21 14:32:58.887000,Monitor,1
Customer382,2024-07-21 14:32:59.070000,Keyboard,5
Customer247,2024-07-21 14:32:59.160000,Laptop,3
Customer160,2024-07-21 14:32:59.177000,Laptop,4
Customer686,2024-07-21 14:32:59.180000,Laptop,3
Customer589,2024-07-22 14:32:56.620000,Laptop,5
Customer547,2024-07-22 14:32:56.700000,Keyboard,1
Customer62,2024-07-22 14:32:57.413000,Mouse,1
Customer219,2024-07-22 14:32:57.437000,Keyboard,5
Customer403,2024-07-22 14:32:57.863000,Laptop,5
Customer450,2024-07-22 14:32:57.897000,Monitor,4
Customer854,2024-07-22 14:32:58.140000,Monitor,4
Customer617,2024-07-22 14:32:58.153000,Keyboard,1
Customer867,2024-07-22 14:32:58.420000,Mouse,1
Customer896,2024-07-22 14:32:58.430000,Mouse,5
Customer496,2024-07-22 14:32:58.517000,Mouse,2
Customer152,2024-07-22 14:32:58.670000,Monitor,5
Customer308,2024-07-22 14:32:58.880000,Laptop,2
Customer567,2024-07-22 14:32:58.890000,Mouse,1
Customer798,2024-07-22 14:32:59.030000,Mouse,5
Customer236,2024-07-22 14:32:59.197000,Laptop,1
Customer390,2024-07-22 14:32:59.200000,Keyboard,5
Customer654,2024-07-22 14:32:59.310000,Keyboard,3
Customer540,2024-07-22 14:32:59.320000,Mouse,2
Customer45,2024-07-22 14:32:59.327000,Mouse,3
Customer650,2024-07-23 14:32:56.360000,Keyboard,4
Customer706,2024-07-23 14:32:56.470000,Monitor,5
Customer429,2024-07-23 14:32:56.563000,Mouse,3
Customer801,2024-07-23 14:32:56.607000,Mouse,1
Customer710,2024-07-23 14:32:56.667000,Monitor,3
Customer475,2024-07-23 14:32:56.690000,Keyboard,4
Customer73,2024-07-23 14:32:56.730000,Laptop,2
Customer199,2024-07-23 14:32:56.750000,Mouse,5
Customer539,2024-07-23 14:32:56.770000,Monitor,5
Customer966,2024-07-23 14:32:56.907000,Laptop,5
Customer12,2024-07-23 14:32:57.523000,Laptop,2
Customer707,2024-07-23 14:32:57.640000,Keyboard,1
Customer72,2024-07-23 14:32:57.773000,Laptop,5
Customer766,2024-07-23 14:32:57.990000,Keyboard,5
Customer200,2024-07-23 14:32:58.023000,Laptop,1
Customer184,2024-07-23 14:32:58.030000,Mouse,3
Customer4,2024-07-23 14:32:58.060000,Monitor,3
Customer801,2024-07-23 14:32:58.203000,Keyboard,3
Customer779,2024-07-23 14:32:58.397000,Keyboard,1
Customer812,2024-07-23 14:32:58.553000,Mouse,3
Customer44,2024-07-23 14:32:58.553000,Laptop,2
Customer251,2024-07-23 14:32:58.570000,Mouse,3
Customer818,2024-07-23 14:32:58.823000,Mouse,2
Customer523,2024-07-23 14:32:58.883000,Laptop,5
Customer249,2024-07-23 14:32:58.890000,Laptop,2
Customer78,2024-07-23 14:32:59.320000,Mouse,2
Customer452,2024-07-24 14:32:56.353000,Laptop,4
Customer607,2024-07-24 14:32:56.457000,Keyboard,5
Customer91,2024-07-24 14:32:56.467000,Mouse,5
Customer36,2024-07-24 14:32:56.503000,Keyboard,2
Customer727,2024-07-24 14:32:56.620000,Monitor,4
Customer142,2024-07-24 14:32:56.630000,Laptop,2
Customer327,2024-07-24 14:32:56.720000,Keyboard,3
Customer529,2024-07-24 14:32:56.790000,Mouse,3
Customer177,2024-07-24 14:32:56.830000,Keyboard,5
Customer321,2024-07-24 14:32:56.840000,Laptop,2
Customer24,2024-07-24 14:32:57,Laptop,2
Customer659,2024-07-24 14:32:57.377000,Laptop,5
Customer770,2024-07-24 14:32:57.377000,Monitor,1
Customer730,2024-07-24 14:32:57.560000,Monitor,3
Customer256,2024-07-24 14:32:57.763000,Monitor,5
Customer543,2024-07-24 14:32:57.967000,Keyboard,1
Customer338,2024-07-24 14:32:58.220000,Laptop,5
Customer436,2024-07-24 14:32:58.220000,Mouse,5
Customer227,2024-07-24 14:32:58.347000,Monitor,3
Customer77,2024-07-24 14:32:58.490000,Mouse,1
Customer497,2024-07-24 14:32:58.563000,Mouse,3
Customer87,2024-07-24 14:32:58.567000,Monitor,5
Customer91,2024-07-24 14:32:58.593000,Keyboard,5
Customer52,2024-07-24 14:32:58.750000,Keyboard,3
Customer55,2024-07-24 14:32:58.827000,Mouse,1
Customer95,2024-07-24 14:32:58.910000,Monitor,3
Customer497,2024-07-24 14:32:58.947000,Laptop,5
