OrderID,CustomerID,ProductID,Quantity,OrderDate
2402,238,3,2,2024-05-06 14:32:57.123000
5515,238,1,2,2024-08-30 14:32:58.047000
6307,238,4,2,2024-09-01 14:32:58.273000
6723,238,2,5,2024-08-16 14:32:58.390000
7550,238,3,3,2024-11-24 14:32:58.623000
7741,238,1,5,2024-06-30 14:32:58.673000
8300,238,4,4,2024-05-21 14:32:58.840000
8759,238,4,3,2025-02-17 14:32:58.967000
9275,238,4,4,2025-03-13 14:32:59.120000
815,239,3,2,2024-10-13 14:32:56.600000
1152,239,1,4,2024-10-08 14:32:56.710000
1417,239,3,3,2025-03-12 14:32:56.787000
1470,239,2,2,2025-04-29 14:32:56.800000
1761,239,4,5,2024-12-25 14:32:56.883000
2042,239,1,3,2025-04-27 14:32:56.987000
2199,239,3,4,2024-06-18 14:32:57.053000
5977,239,3,1,2024-11-11 14:32:58.180000
6351,239,4,2,2024-07-12 14:32:58.287000
6528,239,1,5,2024-08-05 14:32:58.333000
7007,239,3,2,2025-04-27 14:32:58.470000
7227,239,3,2,2024-09-07 14:32:58.533000
7528,239,2,4,2025-01-09 14:32:58.617000
899,240,4,4,2024-05-30 14:32:56.623000
6280,240,2,1,2024-09-14 14:32:58.267000
7080,240,3,1,2024-12-18 14:32:58.490000
7897,240,1,5,2025-01-09 14:32:58.720000
9229,240,3,2,2024-09-02 14:32:59.107000
9497,240,1,4,2024-12-16 14:32:59.183000
9672,240,1,5,2025-03-30 14:32:59.230000
9879,240,4,5,2024-08-23 14:32:59.310000
985,241,1,1,2025-04-23 14:32:56.650000
1272,241,2,4,2025-02-05 14:32:56.747000
1443,241,1,5,2024-08-05 14:32:56.793000
3312,241,3,5,2024-10-03 14:32:57.397000
3700,241,4,2,2024-05-23 14:32:57.517000
4455,241,3,5,2024-05-23 14:32:57.737000
4643,241,3,1,2025-03-31 14:32:57.800000
5248,241,3,2,2025-02-04 14:32:57.970000
5671,241,1,3,2024-05-06 14:32:58.093000
5747,241,1,1,2024-09-11 14:32:58.117000
6072,241,3,4,2025-04-15 14:32:58.207000
6175,241,4,1,2024-07-28 14:32:58.237000
7030,241,4,3,2025-03-15 14:32:58.477000
7479,241,2,5,2025-01-16 14:32:58.603000
9093,241,1,5,2024-11-26 14:32:59.070000
9886,241,4,4,2024-08-18 14:32:59.310000
1745,242,1,3,2025-04-11 14:32:56.880000
2943,242,3,5,2024-08-23 14:32:57.297000
3658,242,2,2,2024-08-25 14:32:57.507000
3875,242,2,4,2024-10-30 14:32:57.567000
4332,242,3,3,2024-08-27 14:32:57.697000
4521,242,1,4,2025-01-28 14:32:57.760000
5101,242,3,1,2025-03-16 14:32:57.927000
6427,242,3,1,2024-07-01 14:32:58.307000
6440,242,4,1,2024-10-14 14:32:58.310000
7607,242,4,1,2024-12-18 14:32:58.640000
2181,243,1,3,2024-11-20 14:32:57.050000
2628,243,2,4,2025-01-07 14:32:57.197000
2827,243,3,3,2024-12-04 14:32:57.267000
3169,243,1,1,2024-08-03 14:32:57.360000
4066,243,1,3,2024-11-23 14:32:57.623000
4200,243,4,2,2024-12-15 14:32:57.660000
4806,243,1,4,2024-07-13 14:32:57.843000
6565,243,2,5,2024-05-18 14:32:58.343000
9140,243,4,1,2024-09-22 14:32:59.083000
79,244,2,3,2024-09-03 14:32:56.370000
205,244,3,1,2024-11-03 14:32:56.407000
345,244,2,4,2024-07-13 14:32:56.450000
434,244,3,2,2024-11-22 14:32:56.480000
829,244,2,4,2024-12-12 14:32:56.603000
2290,244,3,2,2024-10-20 14:32:57.087000
5640,244,4,4,2024-05-26 14:32:58.083000
7574,244,3,3,2024-10-31 14:32:58.630000
7634,244,2,4,2024-05-03 14:32:58.647000
8373,244,1,2,2024-06-08 14:32:58.860000
459,245,4,1,2024-07-21 14:32:56.490000
932,245,3,5,2024-06-13 14:32:56.633000
3843,245,3,5,2024-10-22 14:32:57.557000
4457,245,1,5,2025-04-15 14:32:57.737000
6481,245,1,5,2024-11-17 14:32:58.320000
8079,245,2,2,2024-12-30 14:32:58.773000
8684,245,4,5,2024-11-05 14:32:58.943000
2737,246,4,1,2024-11-15 14:32:57.237000
4351,246,1,2,2025-03-21 14:32:57.700000
6332,246,2,3,2024-08-31 14:32:58.280000
6861,246,4,3,2025-03-05 14:32:58.427000
7686,246,3,1,2024-06-15 14:32:58.660000
9660,246,3,1,2025-03-15 14:32:59.227000
555,247,3,2,2025-01-29 14:32:56.520000
3947,247,2,5,2024-10-12 14:32:57.587000
4586,247,2,3,2024-11-12 14:32:57.783000
4869,247,2,5,2024-09-05 14:32:57.860000
5393,247,3,1,2024-12-05 14:32:58.013000
7060,247,3,1,2025-01-30 14:32:58.483000
7502,247,4,1,2024-06-08 14:32:58.610000
8992,247,1,1,2024-11-23 14:32:59.043000
9827,247,2,3,2025-04-30 14:32:59.290000
4256,248,4,3,2024-09-15 14:32:57.677000
4549,248,1,2,2025-04-26 14:32:57.770000
5032,248,3,2,2024-12-25 14:32:57.907000
5083,248,3,3,2025-04-16 14:32:57.920000
5258,248,4,5,2025-02-15 14:32:57.973000
5578,248,3,1,2024-11-02 14:32:58.067000
7126,248,1,4,2025-03-24 14:32:58.503000
8055,248,3,1,2024-10-12 14:32:58.760000
9404,248,1,3,2024-07-21 14:32:59.160000
9614,248,4,3,2024-09-11 14:32:59.217000
9768,248,3,5,2024-05-11 14:32:59.270000
1330,249,1,2,2024-08-16 14:32:56.763000
2795,249,4,1,2025-01-12 14:32:57.257000
4099,249,2,4,2025-01-06 14:32:57.633000
5770,249,3,1,2025-04-21 14:32:58.120000
6265,249,4,1,2024-08-03 14:32:58.263000
7515,249,3,2,2025-02-21 14:32:58.613000
7661,249,2,3,2024-05-24 14:32:58.653000
7762,249,3,2,2025-03-26 14:32:58.680000
8956,249,3,4,2025-04-15 14:32:59.033000
9468,249,3,1,2024-12-22 14:32:59.177000
9524,249,2,4,2024-09-15 14:32:59.190000
9629,249,3,1,2025-01-01 14:32:59.220000
1336,250,1,5,2024-08-25 14:32:56.767000
5518,250,4,5,2024-06-07 14:32:58.050000
5602,250,3,2,2024-05-07 14:32:58.073000
6647,250,4,4,2024-10-13 14:32:58.370000
8483,250,1,2,2024-07-23 14:32:58.890000
8905,250,3,3,2024-09-23 14:32:59.020000
9753,250,3,2,2024-07-02 14:32:59.260000
450,251,1,3,2024-10-02 14:32:56.483000
1558,251,2,3,2025-03-21 14:32:56.827000
3126,251,1,2,2024-06-24 14:32:57.347000
3542,251,1,4,2024-07-29 14:32:57.470000
3827,251,3,3,2024-11-27 14:32:57.553000
4151,251,3,5,2024-07-07 14:32:57.647000
5733,251,3,3,2025-02-24 14:32:58.110000
7034,251,3,5,2025-01-19 14:32:58.477000
1227,252,2,3,2024-06-27 14:32:56.733000
1457,252,3,4,2024-08-15 14:32:56.797000
1711,252,2,5,2025-04-19 14:32:56.870000
1834,252,1,3,2024-08-26 14:32:56.910000
1994,252,2,4,2024-08-04 14:32:56.970000
2165,252,2,1,2024-05-16 14:32:57.043000
2179,252,4,2,2024-07-26 14:32:57.047000
2297,252,1,5,2025-02-05 14:32:57.090000
3073,252,1,2,2025-04-08 14:32:57.333000
3784,252,4,5,2024-09-22 14:32:57.540000
4144,252,3,1,2025-01-16 14:32:57.647000
4210,252,3,1,2025-02-18 14:32:57.663000
4352,252,4,2,2024-10-12 14:32:57.703000
6599,252,2,4,2025-02-20 14:32:58.357000
7352,252,2,3,2024-07-23 14:32:58.570000
9170,252,3,3,2025-03-17 14:32:59.090000
471,253,3,4,2025-03-08 14:32:56.493000
1086,253,2,3,2024-08-23 14:32:56.687000
1596,253,4,4,2025-04-30 14:32:56.837000
2635,253,2,5,2024-05-30 14:32:57.200000
2844,253,4,4,2024-10-22 14:32:57.270000
2994,253,4,3,2025-03-08 14:32:57.310000
3160,253,3,2,2024-05-18 14:32:57.357000
4811,253,4,3,2025-01-19 14:32:57.847000
5661,253,3,1,2024-06-01 14:32:58.090000
7206,253,1,3,2024-05-01 14:32:58.527000
7266,253,4,2,2024-10-10 14:32:58.543000
9276,253,3,1,2024-07-26 14:32:59.120000
9765,253,1,5,2024-10-05 14:32:59.270000
1986,254,2,3,2025-01-09 14:32:56.967000
3606,254,3,4,2025-02-09 14:32:57.487000
4215,254,4,5,2025-04-29 14:32:57.667000
5252,254,1,3,2025-04-04 14:32:57.970000
8546,254,4,3,2024-08-11 14:32:58.903000
9103,254,2,1,2024-10-09 14:32:59.073000
1820,255,3,2,2024-07-14 14:32:56.907000
2834,255,4,4,2025-01-29 14:32:57.267000
6793,255,2,4,2024-06-16 14:32:58.410000
6966,255,2,2,2024-11-25 14:32:58.457000
7289,255,1,5,2024-09-29 14:32:58.550000
7308,255,3,4,2024-08-28 14:32:58.557000
8038,255,1,4,2024-07-28 14:32:58.757000
69,256,3,3,2025-01-19 14:32:56.367000
472,256,3,2,2025-01-25 14:32:56.493000
590,256,3,5,2024-12-11 14:32:56.530000
2046,256,3,3,2024-06-06 14:32:56.987000
2481,256,1,1,2025-04-03 14:32:57.150000
2598,256,1,5,2025-02-02 14:32:57.187000
3447,256,4,1,2024-12-26 14:32:57.443000
6335,256,4,5,2024-08-19 14:32:58.280000
6536,256,4,5,2025-03-01 14:32:58.337000
7545,256,4,4,2025-02-05 14:32:58.620000
7951,256,4,3,2025-03-31 14:32:58.733000
8043,256,3,1,2024-07-04 14:32:58.760000
8274,256,2,5,2025-04-24 14:32:58.837000
909,257,3,4,2024-09-25 14:32:56.627000
1084,257,3,5,2025-02-04 14:32:56.687000
2094,257,2,1,2025-03-18 14:32:57.007000
2451,257,1,4,2025-02-23 14:32:57.140000
2887,257,2,4,2024-08-22 14:32:57.280000
3307,257,2,5,2025-02-13 14:32:57.397000
4022,257,3,2,2024-10-17 14:32:57.610000
4523,257,4,5,2024-07-24 14:32:57.763000
5271,257,2,5,2024-05-15 14:32:57.977000
5592,257,2,3,2024-10-17 14:32:58.070000
5750,257,1,5,2025-02-08 14:32:58.117000
7156,257,1,5,2024-10-17 14:32:58.513000
7216,257,1,5,2024-10-07 14:32:58.530000
7465,257,3,5,2024-07-20 14:32:58.600000
9135,257,4,4,2024-11-07 14:32:59.083000
9232,257,4,4,2025-03-18 14:32:59.110000
9446,257,4,1,2025-03-19 14:32:59.170000
936,258,3,3,2024-11-23 14:32:56.637000
1769,258,2,3,2025-01-18 14:32:56.887000
4493,258,2,5,2024-09-13 14:32:57.753000
7484,258,3,2,2025-01-30 14:32:58.607000
7855,258,4,1,2024-08-08 14:32:58.707000
7910,258,2,4,2024-08-01 14:32:58.723000
8023,258,4,1,2025-01-23 14:32:58.753000
8212,258,3,5,2024-10-13 14:32:58.817000
8247,258,2,3,2024-05-22 14:32:58.827000
1866,259,3,2,2025-03-09 14:32:56.923000
3801,259,4,4,2024-08-29 14:32:57.543000
3957,259,4,1,2025-03-16 14:32:57.590000
4189,259,4,5,2024-12-06 14:32:57.657000
4629,259,4,1,2025-02-04 14:32:57.793000
4974,259,4,4,2024-05-08 14:32:57.890000
5435,259,3,5,2024-12-01 14:32:58.027000
5505,259,2,3,2025-04-26 14:32:58.043000
6053,259,2,4,2024-05-27 14:32:58.203000
8389,259,3,4,2025-03-05 14:32:58.863000
8889,259,4,2,2025-03-19 14:32:59.017000
9838,259,2,1,2024-10-22 14:32:59.297000
297,260,4,5,2025-04-25 14:32:56.437000
632,260,3,3,2024-09-10 14:32:56.543000
915,260,2,2,2024-12-28 14:32:56.630000
1341,260,3,1,2025-02-10 14:32:56.767000
1589,260,2,2,2024-07-31 14:32:56.837000
2135,260,4,3,2025-01-30 14:32:57.033000
3075,260,3,1,2024-10-08 14:32:57.333000
3505,260,2,3,2025-02-23 14:32:57.460000
4837,260,2,2,2024-06-10 14:32:57.853000
5943,260,3,1,2024-09-08 14:32:58.170000
6472,260,3,2,2025-01-05 14:32:58.320000
9681,260,3,5,2024-09-24 14:32:59.233000
1200,261,4,4,2025-03-16 14:32:56.723000
1860,261,3,5,2024-05-22 14:32:56.920000
3302,261,4,4,2024-09-17 14:32:57.393000
5841,261,2,5,2025-01-14 14:32:58.140000
6196,261,2,2,2024-05-30 14:32:58.240000
7626,261,2,5,2024-06-22 14:32:58.643000
8223,261,3,5,2025-04-28 14:32:58.820000
8767,261,2,1,2024-05-04 14:32:58.970000
9031,261,1,2,2025-03-09 14:32:59.053000
9991,261,4,1,2025-04-02 14:32:59.347000
81,262,1,1,2025-04-20 14:32:56.370000
2099,262,4,3,2024-05-26 14:32:57.010000
2111,262,1,1,2024-06-17 14:32:57.013000
2616,262,2,2,2025-03-10 14:32:57.193000
3299,262,1,1,2024-11-07 14:32:57.393000
6347,262,4,2,2024-06-04 14:32:58.283000
6821,262,3,4,2025-01-29 14:32:58.417000
8325,262,4,4,2025-02-09 14:32:58.847000
9407,262,2,3,2024-08-15 14:32:59.160000
2591,263,1,4,2024-08-10 14:32:57.183000
5571,263,1,5,2025-01-20 14:32:58.063000
6362,263,3,2,2025-04-25 14:32:58.290000
7307,263,4,4,2024-08-25 14:32:58.557000
8693,263,1,5,2024-06-28 14:32:58.947000
9076,263,2,5,2024-06-14 14:32:59.067000
581,264,4,3,2025-04-13 14:32:56.527000
618,264,2,5,2024-05-21 14:32:56.540000
1420,264,3,1,2025-03-18 14:32:56.787000
1754,264,4,4,2025-03-07 14:32:56.880000
2745,264,2,4,2024-07-14 14:32:57.240000
3384,264,1,2,2024-06-06 14:32:57.420000
3640,264,1,3,2024-06-07 14:32:57.500000
4872,264,1,2,2024-12-24 14:32:57.860000
5499,264,3,5,2024-06-02 14:32:58.043000
6315,264,4,5,2024-09-16 14:32:58.277000
7937,264,2,3,2024-07-27 14:32:58.730000
8348,264,4,3,2024-06-24 14:32:58.853000
9000,264,2,3,2024-09-19 14:32:59.047000
9993,264,4,4,2024-05-22 14:32:59.347000
116,265,1,1,2024-06-05 14:32:56.380000
683,265,4,5,2024-06-26 14:32:56.560000
1597,265,4,5,2024-10-21 14:32:56.840000
2759,265,3,4,2024-05-16 14:32:57.240000
2800,265,1,4,2024-12-10 14:32:57.257000
3358,265,3,3,2025-01-19 14:32:57.410000
4817,265,2,2,2024-07-09 14:32:57.847000
5674,265,1,3,2024-09-17 14:32:58.093000
6616,265,3,1,2024-10-24 14:32:58.360000
8569,265,1,4,2024-12-04 14:32:58.910000
8796,265,4,3,2024-06-04 14:32:58.980000
9883,265,1,5,2025-04-01 14:32:59.310000
12,266,3,4,2024-12-01 14:32:56.350000
269,266,4,1,2024-10-16 14:32:56.427000
609,266,4,1,2024-09-17 14:32:56.537000
703,266,3,3,2025-01-12 14:32:56.567000
1438,266,2,2,2025-02-05 14:32:56.793000
2098,266,1,2,2024-12-17 14:32:57.010000
3398,266,1,2,2024-11-13 14:32:57.427000
4934,266,1,1,2024-08-06 14:32:57.880000
5011,266,4,1,2025-03-08 14:32:57.900000
5401,266,2,3,2024-11-17 14:32:58.017000
5771,266,2,1,2024-07-15 14:32:58.120000
5951,266,1,5,2024-11-02 14:32:58.173000
6329,266,4,5,2024-05-08 14:32:58.280000
6433,266,2,4,2024-12-19 14:32:58.310000
6496,266,1,4,2024-10-30 14:32:58.327000
6839,266,1,1,2024-07-25 14:32:58.420000
7294,266,3,1,2024-12-31 14:32:58.553000
8506,266,1,5,2025-04-26 14:32:58.893000
2813,267,4,5,2024-07-13 14:32:57.260000
3399,267,1,2,2025-02-15 14:32:57.427000
3854,267,3,5,2024-11-02 14:32:57.560000
5142,267,1,1,2024-11-04 14:32:57.940000
6392,267,3,4,2024-09-30 14:32:58.297000
6663,267,4,1,2024-08-31 14:32:58.373000
7432,267,1,1,2024-08-18 14:32:58.590000
8598,267,3,5,2025-02-18 14:32:58.920000
742,268,1,4,2025-03-19 14:32:56.580000
1258,268,1,5,2024-06-22 14:32:56.743000
1365,268,1,1,2024-07-03 14:32:56.773000
1441,268,3,3,2025-02-06 14:32:56.793000
2177,268,1,3,2024-05-27 14:32:57.047000
2513,268,3,5,2025-04-07 14:32:57.160000
3819,268,1,3,2024-12-12 14:32:57.550000
5743,268,1,5,2024-05-08 14:32:58.113000
6145,268,4,1,2024-12-05 14:32:58.227000
6983,268,4,3,2024-10-04 14:32:58.463000
8845,268,1,4,2024-07-24 14:32:58.993000
8994,268,3,3,2024-10-07 14:32:59.043000
9386,268,1,3,2024-10-25 14:32:59.153000
9779,268,3,5,2025-02-20 14:32:59.273000
2153,269,2,1,2024-11-26 14:32:57.040000
2508,269,2,1,2024-06-26 14:32:57.160000
3315,269,2,5,2024-08-06 14:32:57.400000
3820,269,3,2,2025-02-03 14:32:57.550000
4719,269,3,4,2024-12-06 14:32:57.820000
6979,269,4,4,2024-11-16 14:32:58.463000
7990,269,1,4,2024-05-28 14:32:58.743000
8173,269,2,3,2025-04-06 14:32:58.803000
8288,269,1,3,2025-02-05 14:32:58.840000
9072,269,2,4,2025-03-24 14:32:59.067000
9655,269,4,3,2025-04-09 14:32:59.227000
836,270,3,5,2024-05-14 14:32:56.607000
1945,270,1,3,2024-08-16 14:32:56.950000
2587,270,4,2,2024-12-21 14:32:57.183000
3677,270,1,2,2024-10-02 14:32:57.510000
3768,270,2,1,2024-05-29 14:32:57.537000
5270,270,4,3,2024-05-26 14:32:57.977000
5425,270,4,3,2024-08-27 14:32:58.023000
6384,270,1,5,2024-10-14 14:32:58.293000
7353,270,3,1,2025-03-06 14:32:58.570000
7519,270,1,1,2024-11-04 14:32:58.613000
8011,270,2,3,2024-09-15 14:32:58.750000
9424,270,2,3,2024-11-26 14:32:59.163000
705,271,1,1,2024-12-14 14:32:56.570000
2157,271,2,5,2025-04-22 14:32:57.040000
2923,271,3,2,2024-08-27 14:32:57.290000
3245,271,2,5,2024-06-06 14:32:57.380000
7428,271,3,1,2025-04-01 14:32:58.590000
8318,271,1,5,2024-07-09 14:32:58.847000
8535,271,4,1,2025-04-26 14:32:58.900000
8588,271,4,3,2025-03-24 14:32:58.917000
9098,271,3,2,2025-01-20 14:32:59.073000
241,272,2,2,2025-01-22 14:32:56.420000
1024,272,3,4,2024-11-03 14:32:56.667000
1139,272,1,4,2024-08-12 14:32:56.703000
1978,272,4,5,2024-06-30 14:32:56.963000
3251,272,1,3,2025-01-03 14:32:57.380000
3793,272,4,5,2024-08-12 14:32:57.543000
3891,272,4,2,2025-01-06 14:32:57.570000
5284,272,4,1,2024-06-02 14:32:57.980000
7355,272,3,2,2025-01-08 14:32:58.570000
7363,272,3,2,2025-02-19 14:32:58.570000
8393,272,3,1,2024-08-02 14:32:58.867000
8437,272,1,2,2024-12-14 14:32:58.877000
685,273,1,3,2024-10-05 14:32:56.563000
1085,273,1,3,2024-08-03 14:32:56.687000
1541,273,4,5,2024-06-16 14:32:56.820000
1598,273,3,5,2024-10-26 14:32:56.840000
3481,273,4,1,2024-07-05 14:32:57.453000
4360,273,4,4,2024-10-11 14:32:57.703000
8716,273,3,1,2024-10-24 14:32:58.953000
9557,273,2,1,2024-05-15 14:32:59.200000
249,274,1,3,2024-06-02 14:32:56.420000
2547,274,4,1,2024-08-09 14:32:57.170000
3518,274,1,1,2024-05-23 14:32:57.463000
4784,274,4,2,2024-05-08 14:32:57.840000
5933,274,1,4,2024-06-30 14:32:58.167000
6816,274,3,2,2024-08-29 14:32:58.417000
7470,274,1,4,2024-07-09 14:32:58.600000
8397,274,3,4,2025-02-25 14:32:58.867000
34,275,1,1,2024-11-08 14:32:56.357000
138,275,3,4,2024-12-15 14:32:56.387000
629,275,1,3,2024-10-11 14:32:56.543000
776,275,3,5,2024-08-10 14:32:56.590000
2211,275,2,5,2024-12-16 14:32:57.060000
3520,275,4,1,2024-11-19 14:32:57.463000
4155,275,4,3,2024-08-08 14:32:57.650000
6701,275,3,5,2025-04-24 14:32:58.383000
7601,275,1,4,2024-09-15 14:32:58.637000
8338,275,1,2,2024-11-13 14:32:58.850000
8669,275,1,3,2025-04-23 14:32:58.937000
1021,276,2,3,2025-04-18 14:32:56.663000
1762,276,3,2,2024-12-18 14:32:56.883000
3981,276,3,4,2024-10-04 14:32:57.597000
4783,276,1,3,2024-09-11 14:32:57.837000
5267,276,1,3,2024-08-22 14:32:57.977000
7794,276,1,4,2024-12-13 14:32:58.690000
8090,276,4,5,2025-03-08 14:32:58.777000
9638,276,2,2,2025-03-03 14:32:59.220000
256,277,1,5,2024-07-12 14:32:56.423000
780,277,1,4,2024-07-30 14:32:56.590000
1562,277,1,1,2024-10-22 14:32:56.830000
1848,277,2,1,2024-09-05 14:32:56.917000
4924,277,2,3,2024-10-04 14:32:57.877000
5506,277,2,1,2024-05-17 14:32:58.047000
5598,277,4,4,2025-01-12 14:32:58.070000
7129,277,1,2,2024-09-27 14:32:58.503000
9326,277,2,5,2025-02-26 14:32:59.137000
41,278,4,5,2024-08-05 14:32:56.360000
136,278,1,1,2024-06-09 14:32:56.387000
1635,278,4,3,2024-06-28 14:32:56.850000
2358,278,2,4,2025-02-01 14:32:57.110000
2786,278,2,4,2024-07-26 14:32:57.253000
2975,278,1,1,2025-04-22 14:32:57.303000
4086,278,3,5,2025-03-10 14:32:57.630000
9610,278,2,2,2024-09-02 14:32:59.213000
943,279,1,4,2024-12-17 14:32:56.640000
1638,279,2,4,2024-10-10 14:32:56.850000
3692,279,3,2,2025-04-09 14:32:57.513000
3806,279,2,3,2024-12-09 14:32:57.547000
4060,279,1,4,2025-01-24 14:32:57.623000
4734,279,1,4,2025-03-31 14:32:57.823000
5901,279,1,2,2024-07-28 14:32:58.160000
8120,279,3,1,2024-05-11 14:32:58.787000
9024,279,4,2,2024-11-15 14:32:59.053000
9465,279,2,2,2024-09-27 14:32:59.173000
1083,280,3,1,2024-05-02 14:32:56.687000
2293,280,1,1,2025-02-04 14:32:57.087000
3816,280,1,3,2024-09-22 14:32:57.550000
4245,280,2,1,2024-06-08 14:32:57.673000
5286,280,1,5,2024-12-11 14:32:57.980000
6828,280,4,1,2024-08-21 14:32:58.420000
9393,280,4,2,2024-06-13 14:32:59.153000
2023,281,3,2,2024-08-20 14:32:56.980000
2449,281,4,1,2024-07-29 14:32:57.140000
3460,281,3,5,2025-01-18 14:32:57.447000
4158,281,2,1,2024-11-15 14:32:57.650000
5504,281,4,1,2025-02-13 14:32:58.043000
6048,281,4,2,2024-06-17 14:32:58.200000
7017,281,2,3,2025-01-17 14:32:58.473000
8014,281,3,4,2025-03-29 14:32:58.750000
8250,281,3,4,2024-11-29 14:32:58.830000
8961,281,4,3,2024-09-30 14:32:59.037000
9071,281,2,3,2025-01-11 14:32:59.067000
328,282,4,2,2024-06-20 14:32:56.447000
3992,282,4,2,2024-11-30 14:32:57.603000
5065,282,2,3,2025-04-23 14:32:57.917000
405,283,2,2,2024-10-12 14:32:56.470000
1135,283,3,1,2024-09-28 14:32:56.703000
2151,283,3,4,2024-08-27 14:32:57.040000
3188,283,3,1,2024-10-03 14:32:57.363000
3922,283,1,5,2024-06-18 14:32:57.580000
4464,283,1,3,2024-07-04 14:32:57.740000
4747,283,4,2,2025-02-12 14:32:57.827000
5469,283,1,1,2024-12-26 14:32:58.033000
8406,283,3,1,2024-11-10 14:32:58.870000
440,284,3,2,2024-12-25 14:32:56.480000
446,284,2,5,2025-04-15 14:32:56.483000
944,284,1,3,2024-06-26 14:32:56.640000
1498,284,1,1,2024-05-27 14:32:56.810000
3656,284,3,2,2024-06-26 14:32:57.503000
3795,284,3,3,2025-01-19 14:32:57.543000
4203,284,3,3,2025-03-14 14:32:57.660000
4441,284,4,3,2025-03-28 14:32:57.730000
4533,284,1,5,2024-11-20 14:32:57.767000
4850,284,2,5,2025-03-28 14:32:57.857000
5471,284,2,3,2024-11-24 14:32:58.037000
6289,284,4,1,2024-10-04 14:32:58.270000
204,285,4,3,2024-07-14 14:32:56.407000
1126,285,3,5,2025-03-14 14:32:56.700000
2882,285,1,1,2024-08-21 14:32:57.280000
3736,285,3,3,2025-03-13 14:32:57.527000
4484,285,2,3,2025-03-23 14:32:57.750000
4812,285,4,4,2025-01-27 14:32:57.847000
4848,285,3,2,2024-07-04 14:32:57.853000
7826,285,3,4,2025-01-07 14:32:58.697000
8940,285,2,5,2024-06-12 14:32:59.030000
1858,286,4,2,2025-03-17 14:32:56.920000
2861,286,3,3,2025-04-02 14:32:57.273000
3088,286,4,5,2024-05-17 14:32:57.337000
6168,286,1,4,2024-11-05 14:32:58.233000
6898,286,2,5,2025-03-13 14:32:58.440000
8301,286,3,1,2024-05-27 14:32:58.840000
8678,286,3,5,2025-03-04 14:32:58.940000
8993,286,2,4,2024-11-04 14:32:59.043000
3903,287,1,3,2024-11-25 14:32:57.573000
4007,287,4,1,2024-08-23 14:32:57.607000
4128,287,2,3,2024-07-21 14:32:57.640000
4578,287,4,1,2024-06-19 14:32:57.780000
5694,287,2,5,2024-07-26 14:32:58.100000
7405,287,3,5,2024-10-22 14:32:58.583000
7600,287,1,3,2024-08-05 14:32:58.637000
350,288,3,5,2025-04-01 14:32:56.450000
1043,288,3,5,2024-08-18 14:32:56.673000
1474,288,4,2,2024-07-12 14:32:56.800000
3209,288,4,3,2024-10-28 14:32:57.370000
3634,288,3,1,2024-08-13 14:32:57.497000
3877,288,1,2,2025-01-11 14:32:57.567000
3920,288,4,5,2025-04-29 14:32:57.580000
5314,288,1,1,2024-10-24 14:32:57.990000
5327,288,3,1,2024-07-19 14:32:57.993000
7016,288,4,5,2024-11-26 14:32:58.473000
8507,288,4,4,2024-11-18 14:32:58.893000
8628,288,2,3,2025-02-07 14:32:58.927000
8741,288,3,5,2024-11-08 14:32:58.960000
9396,288,2,4,2024-06-07 14:32:59.157000
9973,288,2,1,2025-02-01 14:32:59.340000
567,289,2,4,2024-09-08 14:32:56.523000
1801,289,2,1,2024-10-03 14:32:56.900000
2337,289,2,1,2024-06-26 14:32:57.100000
4969,289,3,5,2024-06-04 14:32:57.890000
5811,289,2,3,2025-04-03 14:32:58.133000
6943,289,2,4,2024-06-22 14:32:58.450000
948,290,4,2,2025-03-14 14:32:56.640000
8885,290,4,1,2025-02-08 14:32:59.013000
305,291,1,3,2024-12-02 14:32:56.437000
1008,291,1,1,2024-05-30 14:32:56.660000
1151,291,4,4,2024-07-07 14:32:56.710000
1849,291,2,3,2024-08-29 14:32:56.917000
2637,291,4,1,2025-01-22 14:32:57.200000
4839,291,2,5,2024-07-03 14:32:57.853000
7521,291,3,5,2024-08-31 14:32:58.617000
9617,291,4,5,2025-01-22 14:32:59.217000
1644,292,2,1,2025-03-14 14:32:56.850000
3833,292,3,2,2024-10-08 14:32:57.553000
4368,292,1,5,2024-05-26 14:32:57.707000
5221,292,4,1,2025-04-25 14:32:57.960000
5382,292,2,3,2024-05-07 14:32:58.010000
5546,292,1,5,2024-11-03 14:32:58.057000
5684,292,2,2,2024-06-14 14:32:58.097000
6925,292,2,4,2025-01-08 14:32:58.447000
9944,292,4,5,2025-03-31 14:32:59.330000
106,293,1,4,2025-04-29 14:32:56.377000
286,293,1,5,2024-12-21 14:32:56.430000
470,293,1,3,2024-12-26 14:32:56.493000
675,293,4,4,2024-05-20 14:32:56.560000
887,293,1,3,2024-09-09 14:32:56.620000
1425,293,1,3,2025-03-07 14:32:56.790000
2852,293,2,1,2024-06-13 14:32:57.270000
3092,293,4,3,2024-10-29 14:32:57.337000
3705,293,3,5,2024-07-03 14:32:57.520000
1852,294,2,3,2024-07-04 14:32:56.917000
2216,294,3,5,2024-06-13 14:32:57.060000
2453,294,3,2,2024-10-26 14:32:57.140000
3522,294,2,2,2024-12-03 14:32:57.463000
6724,294,4,4,2025-01-05 14:32:58.390000
7314,294,3,2,2025-01-10 14:32:58.560000
7406,294,1,4,2025-01-17 14:32:58.583000
7466,294,2,2,2024-06-18 14:32:58.600000
7516,294,2,3,2024-10-09 14:32:58.613000
